BioSample_s	Center_Name_s	Experiment_s	Library_Name_s	LoadDate_s	MBases_l	MBytes_l	ReleaseDate_s	Run_s	SRA_Sample_s	Sample_Name_s	population_s	Assay_Type_s	AssemblyName_s	BioProject_s	Consent_s	InsertSize_l	LibraryLayout_s	LibrarySelection_s	LibrarySource_s	Organism_s	Platform_s	SRA_Study_s	Strain_s	g1k_analysis_group_s	g1k_pop_code_s	source_s
SAMEA1573259	Institute of Clinical Molecular Biology, University of Kiel, Germany	ERX163160	HG00382.4.M_120208_4 extract	2012-11-07	3756	2623	2012-11-07	ERR188115	ERS185056	GEUV:HG00382	FIN	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573280	Centre for Genomic Regulation, Barcelona	ERX163027	HG00346.2.M_120131_1 extract	2012-11-07	5112	3487	2012-11-07	ERR188168	ERS185059	GEUV:HG00346	FIN	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573105	Institute of Clinical Molecular Biology, University of Kiel, Germany	ERX162813	NA19190.4.M_120208_2 extract	2012-11-07	4106	2838	2012-11-07	ERR188322	ERS185093	GEUV:NA19190	YRI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573418	Centre for Genomic Regulation, Barcelona	ERX162902	NA19147.2.M_120131_2 extract	2012-11-07	6639	4545	2012-11-07	ERR188184	ERS185087	GEUV:NA19147	YRI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573498	Centre for Genomic Regulation, Barcelona	ERX162839	NA19099.2.M_111215_7 extract	2012-11-07	5490	3968	2012-11-07	ERR188188	ERS185061	GEUV:NA19099	YRI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573124	Max Planck Institute for Molecular Genetics	ERX163114	HG00308.3.M_120202_3 extract	2012-11-07	2442	1678	2012-11-07	ERR188482	ERS185080	GEUV:HG00308	FIN	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573143	Institute of Clinical Molecular Biology, University of Kiel, Germany	ERX162832	HG00118.4.M_120208_5 extract	2012-11-07	4114	2873	2012-11-07	ERR188236	ERS185083	GEUV:HG00118	GBR	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573286	Centre for Genomic Regulation, Barcelona	ERX163064	HG00133.2.M_111216_2 extract	2012-11-07	3919	2838	2012-11-07	ERR188189	ERS185115	GEUV:HG00133	GBR	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573443	Helmholtz Zentrum München, German Research Center for Environmental Health, Germany	ERX162833	NA20588.5.M_120131_5 extract	2012-11-07	4432	3024	2012-11-07	ERR188201	ERS185071	GEUV:NA20588	TSI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573172	Centre for Genomic Regulation, Barcelona	ERX163115	HG00100.2.M_111215_8 extract	2012-11-07	3238	2219	2012-11-07	ERR188206	ERS185086	GEUV:HG00100	GBR	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573301	Max Planck Institute for Molecular Genetics	ERX162896	NA20538.3.M_120202_6 extract	2012-11-07	2213	1519	2012-11-07	ERR188208	ERS185116	GEUV:NA20538	TSI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573200	Leiden University Medical Center	ERX162942	HG00361.7.M_120219_5 extract	2012-11-07	5156	3636	2012-11-07	ERR188215	ERS185084	GEUV:HG00361	FIN	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573111	Max Planck Institute for Molecular Genetics	ERX163059	NA20532.3.M_120202_7 extract	2012-11-07	2901	2029	2012-11-07	ERR188226	ERS185081	GEUV:NA20532	TSI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573356	Max Planck Institute for Molecular Genetics	ERX163146	NA19160.3.M_120202_3 extract	2012-11-07	2785	1921	2012-11-07	ERR188232	ERS185062	GEUV:NA19160	YRI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573198	Centre for Genomic Regulation, Barcelona	ERX162850	HG00269.2.M_111216_7 extract	2012-11-07	3812	2752	2012-11-07	ERR188238	ERS185106	GEUV:HG00269	FIN	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573413	Institute of Clinical Molecular Biology, University of Kiel, Germany	ERX162871	NA10851.4.M_120208_1 extract	2012-11-07	3555	2475	2012-11-07	ERR188389	ERS185067	GEUV:NA10851	CEU	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573366	University of Geneva	ERX163163	NA12249.1.M_120209_1 extract	2012-11-07	4093	2820	2012-11-07	ERR188319	ERS185110	GEUV:NA12249	CEU	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573357	Helmholtz Zentrum München, German Research Center for Environmental Health, Germany	ERX162981	NA19098.5.M_120131_1 extract	2012-11-07	5657	3872	2012-11-07	ERR188243	ERS185064	GEUV:NA19098	YRI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573454	Uppsala University	ERX163017	NA11840.6.M_120119_5 extract	2012-11-07	3806	2674	2012-11-07	ERR188246	ERS185072	GEUV:NA11840	CEU	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573394	Institute of Clinical Molecular Biology, University of Kiel, Germany	ERX163157	HG00178.4.M_120208_8 extract	2012-11-07	4178	2972	2012-11-07	ERR188248	ERS185089	GEUV:HG00178	FIN	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573225	University of Geneva	ERX162929	HG00342.1.M_111124_1 extract	2012-11-07	4976	3633	2012-11-07	ERR188270	ERS185104	GEUV:HG00342	FIN	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573264	Institute of Clinical Molecular Biology, University of Kiel, Germany	ERX163051	NA20805.4.M_120208_7 extract	2012-11-07	2496	1715	2012-11-07	ERR188286	ERS185113	GEUV:NA20805	TSI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573407	Centre for Genomic Regulation, Barcelona	ERX163070	NA18916.2.M_111215_6 extract	2012-11-07	5987	4146	2012-11-07	ERR188269	ERS185088	GEUV:NA18916	YRI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573292	Uppsala University	ERX163084	NA20787.6.M_120119_3 extract	2012-11-07	4695	2943	2012-11-07	ERR188360	ERS185095	GEUV:NA20787	TSI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573271	Institute of Clinical Molecular Biology, University of Kiel, Germany	ERX162959	NA18488.4.M_120208_7 extract	2012-11-07	2609	1777	2012-11-07	ERR188311	ERS185055	GEUV:NA18488	YRI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573207	University of Geneva	ERX162912	NA12812.1.M_111124_4 extract	2012-11-07	3193	2320	2012-11-07	ERR188022	ERS185103	GEUV:NA12812	CEU	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573339	Max Planck Institute for Molecular Genetics	ERX162997	NA19119.3.M_120202_4 extract	2012-11-07	2339	1596	2012-11-07	ERR188030	ERS185063	GEUV:NA19119	YRI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573162	Centre for Genomic Regulation, Barcelona	ERX163033	NA20527.2.M_111215_7 extract	2012-11-07	5664	3817	2012-11-07	ERR188317	ERS185082	GEUV:NA20527	TSI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573116	University of Geneva	ERX163124	HG00158.1.M_111124_8 extract	2012-11-07	4352	3157	2012-11-07	ERR188332	ERS185090	GEUV:HG00158	GBR	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573269	University of Geneva	ERX163148	HG00345.1.M_120209_1 extract	2012-11-07	4087	2807	2012-11-07	ERR188038	ERS185098	GEUV:HG00345	FIN	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573127	Helmholtz Zentrum München, German Research Center for Environmental Health, Germany	ERX162894	HG00157.5.M_120131_3 extract	2012-11-07	5694	3914	2012-11-07	ERR188041	ERS185091	GEUV:HG00157	GBR	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573273	University of Geneva	ERX162818	HG00127.1.M_111124_2 extract	2012-11-07	5263	3745	2012-11-07	ERR188337	ERS185094	GEUV:HG00127	GBR	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573295	University of Geneva	ERX162793	NA20589.1.M_111124_3 extract	2012-11-07	4329	3216	2012-11-07	ERR188343	ERS185057	GEUV:NA20589	TSI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573161	Centre for Genomic Regulation, Barcelona	ERX163165	NA20771.2.M_111215_7 extract	2012-11-07	4260	2889	2012-11-07	ERR188345	ERS185108	GEUV:NA20771	TSI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573480	Leiden University Medical Center	ERX163127	HG00108.7.M_120219_2 extract	2012-11-07	5800	4096	2012-11-07	ERR188166	ERS185074	GEUV:HG00108	GBR	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573158	Institute of Clinical Molecular Biology, University of Kiel, Germany	ERX162807	NA12005.4.M_120208_1 extract	2012-11-07	3941	2746	2012-11-07	ERR188058	ERS185109	GEUV:NA12005	CEU	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573233	University of Geneva	ERX163068	HG00125.1.M_111124_6 extract	2012-11-07	4107	2967	2012-11-07	ERR188059	ERS185099	GEUV:HG00125	GBR	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573296	Uppsala University	ERX163162	NA11992.6.M_120119_5 extract	2012-11-07	3258	2295	2012-11-07	ERR188062	ERS185096	GEUV:NA11992	CEU	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573354	Uppsala University	ERX162892	HG00145.6.M_120119_1 extract	2012-11-07	4246	2972	2012-11-07	ERR188073	ERS185111	GEUV:HG00145	GBR	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573311	University of Geneva	ERX162952	HG00189.1.M_111124_5 extract	2012-11-07	3569	2493	2012-11-07	ERR188361	ERS185079	GEUV:HG00189	FIN	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573169	Centre for Genomic Regulation, Barcelona	ERX162936	HG00240.2.M_111215_5 extract	2012-11-07	5401	3885	2012-11-07	ERR188370	ERS185105	GEUV:HG00240	GBR	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573206	Max Planck Institute for Molecular Genetics	ERX162899	NA12272.3.M_120202_5 extract	2012-11-07	2668	1859	2012-11-07	ERR188438	ERS185102	GEUV:NA12272	CEU	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573413	University of Geneva	ERX179560	NA10851.1.M_120209_1 extract	2012-12-05	2122	1452	2012-12-05	ERR204926	ERS185067	GEUV:NA10851	CEU	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573162	Institute of Clinical Molecular Biology, University of Kiel, Germany	ERX179512	NA20527.4.M_120208_2 extract	2013-02-23	3817	2630	2013-02-23	ERR204934	ERS185082	GEUV:NA20527	TSI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573286	University of Geneva	ERX179537	HG00133.1.M_120209_5 extract	2012-12-05	3626	2421	2012-12-05	ERR204984	ERS185115	GEUV:HG00133	GBR	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573162	University of Geneva	ERX179533	NA20527.1.M_120209_1 extract	2013-02-22	4466	3080	2013-02-22	ERR204993	ERS185082	GEUV:NA20527	TSI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573339	University of Geneva	ERX179510	NA19119.1.M_120209_5 extract	2013-02-21	2209	1496	2013-02-21	ERR204994	ERS185063	GEUV:NA19119	YRI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573486	University of Geneva	ERX179565	NA12058.1.M_120209_7 extract	2012-12-05	2629	1761	2012-12-05	ERR205003	ERS185060	GEUV:NA12058	CEU	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573375	University of Geneva	ERX179555	NA20786.1.M_120209_8 extract	2013-02-21	2297	1562	2013-02-21	ERR205012	ERS185069	GEUV:NA20786	TSI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573086	University of Geneva	ERX179516	NA11994.1.M_120209_3 extract	2012-12-05	2829	1863	2012-12-05	ERR204841	ERS185092	GEUV:NA11994	CEU	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573161	University of Geneva	ERX179556	NA20771.1.M_120209_4 extract	2013-02-21	2286	1552	2013-02-21	ERR204862	ERS185108	GEUV:NA20771	TSI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573206	University of Geneva	ERX179532	NA12272.1.M_120209_5 extract	2012-12-05	2114	1403	2012-12-05	ERR204895	ERS185102	GEUV:NA12272	CEU	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573249	Leiden University Medical Center	ERX162725	NA11893.7.M_120219_3 extract	2012-11-06	6125	4292	2012-11-06	ERR188077	ERS185138	GEUV:NA11893	CEU	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573388	Institute of Clinical Molecular Biology, University of Kiel, Germany	ERX163044	NA20778.4.M_120208_1 extract	2012-11-06	1235	867	2012-11-06	ERR188079	ERS185161	GEUV:NA20778	TSI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573117	University of Geneva	ERX163106	HG00250.1.M_111124_4 extract	2012-11-06	3230	2350	2012-11-06	ERR188080	ERS185185	GEUV:HG00250	GBR	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573437	University of Geneva	ERX163077	NA11892.1.M_111124_2 extract	2012-11-06	3503	2502	2012-11-06	ERR188086	ERS185176	GEUV:NA11892	CEU	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573302	Helmholtz Zentrum München, German Research Center for Environmental Health, Germany	ERX163101	HG00358.5.M_120131_5 extract	2012-11-06	4345	2976	2012-11-06	ERR188089	ERS185208	GEUV:HG00358	FIN	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573128	Max Planck Institute for Molecular Genetics	ERX163029	NA12546.3.M_120202_4 extract	2012-11-06	2670	1835	2012-11-06	ERR188092	ERS185183	GEUV:NA12546	CEU	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573192	Centre for Genomic Regulation, Barcelona	ERX162802	NA18858.2.M_111216_8 extract	2012-11-06	4221	2990	2012-11-06	ERR188375	ERS185148	GEUV:NA18858	YRI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573445	University of Geneva	ERX163042	NA20536.1.M_111124_1 extract	2012-11-06	3473	2422	2012-11-06	ERR188382	ERS185156	GEUV:NA20536	TSI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573475	Helmholtz Zentrum München, German Research Center for Environmental Health, Germany	ERX162718	HG00138.5.M_120131_5 extract	2012-11-06	4210	2873	2012-11-06	ERR188385	ERS185179	GEUV:HG00138	GBR	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573393	Uppsala University	ERX162921	HG01789.6.M_120119_1 extract	2012-11-06	3649	2531	2012-11-06	ERR188391	ERS185200	GEUV:HG01789	GBR	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573337	University of Geneva	ERX162859	NA18933.1.M_111124_2 extract	2012-11-06	3361	2499	2012-11-06	ERR188096	ERS185211	GEUV:NA18933	YRI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573226	Helmholtz Zentrum München, German Research Center for Environmental Health, Germany	ERX162883	HG00337.5.M_120131_5 extract	2012-11-06	3573	2452	2012-11-06	ERR188098	ERS185119	GEUV:HG00337	FIN	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573291	Uppsala University	ERX163151	NA12843.6.M_120119_4 extract	2012-11-06	3161	2235	2012-11-06	ERR188099	ERS185207	GEUV:NA12843	CEU	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573083	University of Geneva	ERX163057	HG00383.1.M_111124_1 extract	2012-11-06	4835	3377	2012-11-06	ERR188102	ERS185130	GEUV:HG00383	FIN	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
